source_gene	target_gene	interaction_type	database_source	confidence	pathway	evidence_notes
DUSP6	EPHB2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
DUSP6	F2RL1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
DUSP6	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
DUSP6	SPRY2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
DUSP6	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
EPHB2	F2RL1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
EPHB2	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
EPHB2	SPRY2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
EPHB2	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
F2RL1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
F2RL1	SPRY2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
F2RL1	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
ID2	SPRY2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
ID2	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
SPRY2	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse118713
EFNA1	F2RL1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
EFNA1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
EFNA1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
EFNA1	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
EFNA1	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
F2RL1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
F2RL1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
F2RL1	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
F2RL1	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
ID2	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
ID2	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
ID2	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
JAG1	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
JAG1	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
SMAD3	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_TNFA_SIGNALING_VIA_NFKB	both leading-edge in gse118713
DUSP6	FN1	pathway_co_membership	MSigDB_hallmark		HALLMARK_COAGULATION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
COL1A1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
COL1A1	LOX	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
COL1A1	WNT5A	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
FN1	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
FN1	LOX	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
FN1	WNT5A	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
ID2	LOX	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
ID2	WNT5A	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
LOX	WNT5A	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse118713
DUSP6	FN1	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
DUSP6	LYN	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
DUSP6	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
FN1	LYN	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
LYN	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_COMPLEMENT	both leading-edge in gse118713
COL1A1	ERBB2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
COL1A1	PPARG	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
COL1A1	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
COL1A1	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ERBB2	PPARG	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ERBB2	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ERBB2	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
PPARG	SMAD3	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
PPARG	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
SMAD3	TGFBR2	pathway_co_membership	MSigDB_hallmark		HALLMARK_UV_RESPONSE_DN	both leading-edge in gse118713
ITGA3	NF2	pathway_co_membership	MSigDB_hallmark		HALLMARK_APICAL_JUNCTION	both leading-edge in gse118713
ITGA3	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_APICAL_JUNCTION	both leading-edge in gse118713
NF2	SRC	pathway_co_membership	MSigDB_hallmark		HALLMARK_APICAL_JUNCTION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
COL1A1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
FN1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
ITGA3	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_ACTIVATES_PTK2_SIGNALING	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
COL1A1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
FN1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
ITGA3	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_MET_PROMOTES_CELL_MOTILITY	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_ECM_PROTEOGLYCANS	both leading-edge in gse118713
BMP7	COL1A1	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
BMP7	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
BMP7	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
BMP7	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
FN1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
FN1	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
ITGA3	LOX	pathway_co_membership	MSigDB_reactome		REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	both leading-edge in gse118713
FOXO3	SMC3	pathway_co_membership	MSigDB_reactome		REACTOME_ESR_MEDIATED_SIGNALING	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
COL1A1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
FN1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
ITGA3	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_MET	both leading-edge in gse118713
COL1A1	FN1	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
COL1A1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
COL1A1	LYN	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
COL1A1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
FN1	ITGA3	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
FN1	LYN	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
FN1	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
ITGA3	LYN	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
ITGA3	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
LYN	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_HEMOSTASIS	both leading-edge in gse118713
ANAPC15	ANAPC2	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	CDC16	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	POLA2	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC15	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	CDC16	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	POLA2	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
ANAPC2	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	POLA2	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
CDC16	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
POLA2	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
POLA2	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
POLA2	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
POLA2	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
POLA2	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
POLA2	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB6	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB6	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB6	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB6	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB6	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB7	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB7	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB7	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMB7	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMC3	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMC3	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMC3	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMC5	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
PSMC5	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
UBA52	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_DNA_REPLICATION	both leading-edge in gse118713
DUSP6	ID2	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
DUSP6	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
DUSP6	TRIB1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
ID2	SRC	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
ID2	TRIB1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
SRC	TRIB1	pathway_co_membership	MSigDB_reactome		REACTOME_SIGNALING_BY_NTRKS	both leading-edge in gse118713
ANAPC15	ANAPC2	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	CDC16	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	POLA2	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC15	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	CDC16	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	POLA2	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ANAPC2	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	POLA2	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
CDC16	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
POLA2	PSMB6	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
POLA2	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
POLA2	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
POLA2	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
POLA2	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
POLA2	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB6	PSMB7	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB6	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB6	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB6	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB6	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB7	PSMC3	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB7	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB7	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMB7	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMC3	PSMC5	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMC3	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMC3	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMC5	UBA52	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
PSMC5	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
UBA52	UBE2C	pathway_co_membership	MSigDB_reactome		REACTOME_SYNTHESIS_OF_DNA	both leading-edge in gse118713
ADAM17	DUSP6	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse240112
ADAM17	F2RL1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse240112
ADAM17	ID2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse240112
ADAM17	SPRY2	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse240112
ADAM17	TRIB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_KRAS_SIGNALING_UP	both leading-edge in gse240112
DMTN	VEZF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_HEME_METABOLISM	both leading-edge in gse240112
ADAM17	CTNNB1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
ADAM17	HEY1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
ADAM17	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
ADAM17	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
CTNNB1	HEY1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
CTNNB1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
CTNNB1	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
HEY1	JAG1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
HEY1	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
JAG1	LEF1	pathway_co_membership	MSigDB_hallmark		HALLMARK_WNT_BETA_CATENIN_SIGNALING	both leading-edge in gse240112
COL1A1	MSX1	pathway_co_membership	MSigDB_hallmark		HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	both leading-edge in gse240112
